Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,employeecount,employeenumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NUMCOMPANIESWORKED,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TOTALWORKINGYEARS,TrainingTimesLastYear,WORKLIFEBALANCE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YEARSWITHCURRMANAGER,SameAsMonthlyIncome,DateBirth,Salary,RoleDepartament,NUMBERCHILDREN,RemoteWork
43,No,travel_rarely,"531,0$",,4,4,Marketing,1,"1293,0",4,1,56,2,3, salES ExECUTIVE ,4,Single,,20364,3,,No,14,"3,0",4,,0,"23,0",3,"4,0",21,,15,17,,1980,1000000000$,,,Yes
44,Yes,travel_rarely,"621,0$",,15,3,Medical,1,"1295,0",1,1,73,3,3, hEALtHcARE rePrESeNtATIve ,4,Married,,14075,1,Y,,11,"3,0",4,"80,0",1,,2,"3,0",10,,0,5,,1979,1000000000$,,,Yes
39,No,travel_rarely,"524,0$",,-33,2,,1,"1322,0",1,0,32,3,2, mAnuFAcTuRiNG diRECtOR ,3,Single,"4534,0",13352,0,,,11,"3,0",1,,0,,6,,8,,1,7,"4534,0",1984,1000000000$,,,True
34,No,,"943,0$",,9,3,,1,"1344,0",4,0,86,3,3, HeAlthcarE rEPreSentATive ,4,,"8500,0",5494,0,,,11,,4,"80,0",1,"10,0",0,"2,0",9,,1,6,"8500,0",1989,1000000000$,,,True
38,No,,"1009,0$",,2,2,Life Sciences,1,"1355,0",2,1,31,3,2, SALEs eXEcUtive ,1,,,19461,3,,,15,"3,0",4,,1,"11,0",3,"3,0",7,,1,7,,1985,1000000000$,,,True
35,No,,"817,0$",,1,3,,1,"1369,0",4,1,60,2,2, labORATORY TecHnICian ,4,,"5363,0",10846,0,Y,No,12,"3,0",2,"80,0",1,"10,0",0,"3,0",9,,0,0,"5363,0",1988,1000000000$,,,0
34,No,,nan$,,29,3,,1,"1377,0",2,0,86,3,2, lAborAtory TeChNiCIAN ,3,,,17491,4,Y,,13,"3,0",1,,2,"10,0",1,"3,0",8,,7,7,,1989,1000000000$,,,0
43,No,,"930,0$",,6,3,Medical,1,"1402,0",1,1,73,2,2, rEsEArCH SCiENtIsT ,3,Single,"4081,0",20003,1,,Yes,14,"3,0",1,,0,"20,0",3,"1,0",20,,1,8,"4081,0",1980,1000000000$,,,False
42,No,travel_rarely,"1147,0$",,10,3,Human Resources,1,"1408,0",3,1,31,3,4, MANAGER ,1,Married,,16616,0,,,14,"3,0",3,"80,0",1,"21,0",5,"3,0",20,,0,9,,1981,1000000000$,,,False
26,No,travel_rarely,"652,0$",,7,3,,1,"1417,0",3,0,100,4,1, LaboratOry tEchNicIaN ,1,Single,"3578,0",23577,0,,No,12,"3,0",4,,0,"8,0",2,"3,0",7,,0,7,"3578,0",1997,1000000000$,,,True
29,Yes,,"337,0$",,14,1,Other,1,"1421,0",3,1,84,3,3, heaLtHCaRe REpResENtaTive ,4,Single,,22930,0,,Yes,12,"3,0",1,,0,,1,"3,0",8,,7,7,,1994,1000000000$,,,1
54,No,,"971,0$", Research & Development ,1,3,,1,"1422,0",4,1,54,3,4, rESeaRCH DIReCToR ,4,,"17328,0",5652,6,,,19,"3,0",4,,0,"29,0",3,"2,0",20,,12,7,"17328,0",1969,1000000000$, rESeaRCH DIReCToR  -  Research & Development ,,0
55,No,,"1136,0$",,1,4,,1,"1424,0",2,0,81,4,4, reseaRCh dirEcTOr ,4,Divorced,,12414,2,Y,No,13,"3,0",4,"80,0",2,"31,0",4,"4,0",7,,0,0,,1968,1000000000$,,,True
46,Yes,,"377,0$",,9,3,Marketing,1,"1457,0",1,0,52,3,3, SaLeS EXecUtiVe ,4,Divorced,,15986,4,,No,11,"3,0",1,,1,"28,0",1,"4,0",7,,4,3,,1977,1000000000$,,,Yes
45,No,travel_rarely,"1038,0$",,20,3,Medical,1,"1460,0",2,0,95,1,3, healtHCARe RePresenTATiVE ,1,,"10851,0",19863,2,Y,Yes,18,"3,0",2,"80,0",1,,2,"3,0",7,,0,7,"10851,0",1978,1000000000$,,,False
49,No,travel_rarely,"1490,0$",,7,4,Life Sciences,1,"1484,0",3,0,35,3,3, hEAltHcArE RepreSeNTATivE ,2,Divorced,"10466,0",20948,3,Y,,14,"3,0",2,,2,"29,0",3,"3,0",8,,0,7,"10466,0",1974,1000000000$,,,0
29,No,travel_rarely,"1246,0$",,19,3,,1,"1497,0",3,0,77,2,2, SAlES eXeCuTIve ,3,,,23757,1,Y,,14,"3,0",3,,2,"10,0",3,"3,0",10,,0,4,,1994,1000000000$,,,1
29,Yes,,"224,0$",,1,4,Technical Degree,1,"1522,0",1,0,100,2,1, RESEarcH SCiENTiSt ,1,Single,"2362,0",7568,6,Y,No,13,"3,0",3,,0,,2,"1,0",9,,0,7,"2362,0",1994,1000000000$,,,1
29,No,,"441,0$",,8,1,Other,1,"1544,0",3,1,39,1,2, HealtHcaRe REpReSENTatIve ,1,,,7288,3,,No,13,"3,0",3,,1,"9,0",3,"3,0",7,,0,7,,1994,1000000000$,,,1
53,Yes,,"607,0$",,2,5,,1,"1572,0",3,1,78,2,3, maNUFaCTuRINg DiRECTOr ,4,Married,,14618,0,,,16,"3,0",2,,1,,4,"3,0",33,,1,9,,1970,1000000000$,,,Yes
44,No,,"1313,0$",,7,3,Medical,1,"1608,0",2,1,31,3,5, REsearcH DiREcToR ,4,,,3549,0,,Yes,14,,4,"80,0",1,,4,"2,0",22,,1,10,,1979,1000000000$,,,0
45,No,,"1015,0$",,5,5,,1,"1611,0",3,1,50,1,2, laBORATOrY TEchNICian ,1,,"5769,0",23447,1,Y,,14,"3,0",1,,0,"10,0",3,"3,0",10,,1,4,"5769,0",1978,1000000000$,,,False
45,No,non-travel,nan$,,26,3,Marketing,1,"1612,0",1,0,52,2,2, saLES ExeCutive ,1,,"4385,0",24162,1,Y,,15,,1,"80,0",1,"10,0",2,,10,,4,5,"4385,0",1978,1000000000$,,,0
34,No,travel_frequently,"426,0$",,10,4,,1,"1615,0",3,0,42,4,2, ManuFacTuRiNg DIrEcTOr ,4,,,17000,1,,,13,"3,0",1,,1,"9,0",3,,9,,7,2,,1989,1000000000$,,,1
45,No,travel_rarely,"1329,0$",,2,2,,1,"1635,0",4,1,59,2,2, mANufacTuRiNG diReCTOr ,4,Divorced,,5388,1,,,19,"3,0",1,,2,"10,0",3,"3,0",10,,3,9,,1978,1000000000$,,,1
44,No,,"602,0$",,1,5,,1,"1642,0",1,0,37,3,2, HUmAn resOuRceS ,4,Married,,10503,4,,Yes,11,"3,0",3,,0,"14,0",3,"3,0",10,,0,2,,1979,1000000000$,,,True
25,No,,"772,0$",,2,1,Life Sciences,1,"1653,0",4,0,77,4,2, MaNuFACtuRInG dirECTOR ,3,Divorced,"5206,0",4973,1,,,17,"3,0",3,,2,"7,0",6,"3,0",7,,0,7,"5206,0",1998,1000000000$,,,False
48,Yes,travel_frequently,nan$,,7,2,,1,"1691,0",4,1,95,3,1, SaLeS rEPRESENTATive ,3,,"2655,0",11740,2,,,11,,3,"80,0",2,"19,0",3,"3,0",9,,7,7,"2655,0",1975,1000000000$,,,0
26,No,,"786,0$",,7,3,Medical,1,"1693,0",4,0,76,3,1, lAboRAtORy TecHnIcIaN ,4,,"2570,0",11925,1,,No,20,"4,0",3,"80,0",0,"7,0",5,"3,0",7,,5,7,"2570,0",1997,1000000000$,,,1
44,No,travel_rarely,"921,0$",,2,3,Life Sciences,1,"1703,0",3,1,96,4,3, hEALThCare RepreseNtATIVE ,4,,,14810,1,,,19,,2,,1,,2,"3,0",8,,6,7,,1979,1000000000$,,,1
46,No,,"717,0$", Research & Development ,13,4,,1,"1727,0",3,0,34,3,2, hEalTHcARe RePrEseNTATive ,2,Single,,9697,6,,No,14,"3,0",4,,0,"19,0",3,"3,0",10,,0,9,,1977,1000000000$, hEalTHcARe RePrEseNTATive  -  Research & Development ,,True
35,No,,"1370,0$",,27,4,Life Sciences,1,"1728,0",4,0,49,3,2, MaNUFaCtuRiNG DirEctOr ,3,Married,,5151,2,Y,,16,"3,0",2,"80,0",1,"17,0",3,"3,0",7,,0,7,,1988,1000000000$,,,Yes
30,No,travel_frequently,"1312,0$",,2,4,,1,"1745,0",4,1,78,2,1, REsEArCh scientiST ,1,,"4968,0",26427,0,Y,,16,"3,0",4,"80,0",0,"10,0",2,,9,,0,7,"4968,0",1993,1000000000$,,,False
30,No,,"979,0$",,15,2,Marketing,1,"1754,0",3,0,94,2,3, sALeS eXeCuTivE ,1,,,3088,2,,No,11,"3,0",1,"80,0",1,,2,"3,0",7,,1,7,,1993,1000000000$,,,1
33,No,non-travel,"1283,0$",,2,3,Marketing,1,"1756,0",4,1,62,3,2, sALEs EXEcUtIvE ,2,,"5147,0",10697,8,,No,15,"3,0",4,,0,"13,0",2,"2,0",11,,1,7,"5147,0",1990,1000000000$,,,True
32,No,,"953,0$",,5,4,,1,"1764,0",2,0,65,3,1, REsEarCH SciENtIST ,2,Single,"2718,0",17674,2,Y,No,14,"3,0",2,,0,"12,0",3,"3,0",7,,0,7,"2718,0",1991,1000000000$,,,1
30,No,,"1092,0$",,10,3,Medical,1,"1816,0",1,1,64,3,3, MANufaCturiNg dIrECtOr ,3,Single,"9667,0",2739,9,Y,No,14,"3,0",2,,0,"9,0",3,"3,0",7,,0,2,"9667,0",1993,1000000000$,,,False
47,No,,"1169,0$",,14,4,,1,"1934,0",3,0,64,3,2, ResEaRCh ScIENTiST ,2,Married,,2125,8,Y,,18,"3,0",3,"80,0",1,,4,"4,0",8,,1,7,,1976,1000000000$,,,0
34,No,travel_rarely,"1239,0$",,13,4,Medical,1,"1951,0",4,0,39,3,3, SalES ExecutivE ,3,Divorced,,22914,1,,No,18,"3,0",3,,1,"9,0",2,"2,0",8,,1,1,,1989,1000000000$,,,1
26,No,,"157,0$", Research & Development ,1,3,Medical,1,"1952,0",3,0,95,3,1, lAboRaTory tECHNIciAN ,1,Single,,20006,0,Y,No,13,"3,0",4,,0,"8,0",6,,7,,7,6,,1997,1000000000$, lAboRaTory tECHNIciAN  -  Research & Development ,,1
27,No,travel_rarely,"954,0$",,9,3,,1,"1965,0",4,0,44,3,2, Sales eXeCUtIVE ,4,,,5099,1,,,14,"3,0",1,,0,,5,,7,,0,7,,1996,1000000000$,,,0
31,Yes,travel_frequently,"754,0$", Sales ,26,4,Marketing,1,"1967,0",1,0,63,3,2, saLes eXECUTIVe ,4,,,21075,1,Y,Yes,11,"3,0",3,,0,"10,0",4,"3,0",10,,0,8,,1992,1000000000$, saLes eXECUTIVe  -  Sales ,,Yes
31,No,,"697,0$",,10,3,,1,"1979,0",3,1,40,3,3, resEarch diReCtor ,3,Married,,26862,4,,No,20,"4,0",3,,1,"13,0",2,"4,0",11,,4,8,,1992,1000000000$,,,1
35,No,,"1395,0$",,9,4,Medical,1,"2008,0",2,0,48,3,2, REseaRCH SCIENTIsT ,3,,"5098,0",18698,1,,No,19,"3,0",2,,0,"10,0",5,"3,0",10,,0,8,"5098,0",1988,1000000000$,,,1
33,No,travel_rarely,"501,0$",,15,2,,1,"2009,0",2,1,95,3,2, hEalthcarE ReprESeNTatiVe ,4,Married,,21653,0,,Yes,13,,1,,1,,6,"3,0",9,,8,1,,1990,1000000000$,,,Yes
39,No,travel_rarely,"116,0$",,24,1,Life Sciences,1,"2014,0",1,0,52,3,2, resEaRcH SCieNTiST ,4,Single,,5340,7,,No,13,,1,,0,,2,"3,0",7,,1,7,,1984,1000000000$,,,False
41,No,travel_rarely,"582,0$",,28,4,Life Sciences,1,"2034,0",1,1,60,2,4, maNUfaCtuRINg dIReCTor ,2,Married,"13570,0",5640,0,Y,No,23,,3,,1,"21,0",3,"3,0",20,,0,10,"13570,0",1982,1000000000$,,,Yes
34,No,,"704,0$", Sales ,28,3,Marketing,1,"2035,0",4,1,95,2,2, saLes EXEcuTiVe ,3,Married,"6712,0",8978,1,Y,No,21,"4,0",4,,2,"8,0",2,"3,0",8,,1,7,"6712,0",1989,1000000000$, saLes EXEcuTiVe  -  Sales ,,False
39,No,travel_rarely,"613,0$",,6,1,,1,"2062,0",4,0,42,2,3, hEALthcarE REPrESEnTATIve ,1,,"9991,0",21457,4,,,15,"3,0",1,"80,0",1,,5,"3,0",7,,1,7,"9991,0",1984,1000000000$,,,1
34,No,travel_rarely,"419,0$",,7,4,,1,"28,0",1,1,53,3,3, reSeArch dIRectoR ,2,Single,,21293,0,,No,11,,3,,0,,4,"3,0",12,"6,0",2,11,,1989,1000000000$,,,0
46,No,,"1211,0$",,5,4,,1,"62,0",1,0,98,3,2, SAlES EXEcUtIve ,4,Single,,20445,4,Y,,21,,3,,0,"14,0",4,"3,0",9,,0,8,,1977,1000000000$,,,Yes
41,No,travel_frequently,"857,0$", Research & Development ,10,3,Life Sciences,1,"199,0",4,0,91,2,4, mAnaGeR ,1,Divorced,,12888,4,Y,,13,"3,0",2,,1,,2,"2,0",7,,7,7,,1982,1000000000$, mAnaGeR  -  Research & Development ,,0
39,No,,"505,0$", Research & Development ,2,4,,1,"343,0",3,1,64,3,3, HEALThCaRe rePResEnTaTivE ,3,Single,"10938,0",6420,0,,No,25,"4,0",4,,0,"20,0",1,"3,0",19,,11,8,"10938,0",1984,1000000000$, HEALThCaRe rePResEnTaTivE  -  Research & Development ,,0
42,No,travel_rarely,"269,0$",,2,3,Medical,1,"351,0",4,1,56,2,1, labORAtOry tecHnICiAn ,1,Divorced,"2593,0",8007,0,,Yes,11,"3,0",3,"80,0",1,"10,0",4,"3,0",9,,7,8,"2593,0",1981,1000000000$,,,True
33,No,travel_frequently,"553,0$", Research & Development ,5,4,,1,"428,0",4,1,74,3,3, mAnAgEr ,2,Married,"11878,0",23364,6,Y,,11,,2,"80,0",2,"12,0",2,"3,0",10,,8,8,"11878,0",1990,1000000000$, mAnAgEr  -  Research & Development ,,True
35,No,travel_rarely,"1296,0$",,5,4,Technical Degree,1,"464,0",3,0,62,3,3, manUfacTUriNg dirEctOr ,2,Single,"8095,0",18264,0,,No,13,"3,0",4,"80,0",0,"17,0",5,"3,0",16,,0,13,"8095,0",1988,1000000000$,,,1
41,No,travel_rarely,"427,0$",,10,4,Human Resources,1,"731,0",2,0,73,2,5, mANager ,4,Divorced,,8861,3,Y,No,15,"3,0",2,,3,"23,0",2,"2,0",21,,12,6,,1982,1000000000$,,,0
27,No,,"975,0$",,7,3,,1,"764,0",4,1,55,2,2, heAlthCARE REPresentAtivE ,1,,,23398,8,,No,19,"3,0",1,,0,,2,"1,0",7,,0,7,,1996,1000000000$,,,False
51,No,travel_rarely,"1318,0$",,26,4,Marketing,1,"851,0",1,1,66,3,4, MaNaGer ,3,Married,,5594,2,,No,14,"3,0",3,,1,,2,"2,0",20,,4,17,,1972,1000000000$,,,False
47,No,travel_rarely,"249,0$",,2,2,Marketing,1,"903,0",3,1,35,3,2, sAlEs ExECUtiVE ,4,,"4537,0",17783,0,,,22,"4,0",1,,1,"8,0",2,"3,0",7,,7,7,"4537,0",1976,1000000000$,,,Yes
50,No,non-travel,"881,0$", Research & Development ,2,4,,1,"905,0",1,0,98,3,4, MaNageR ,1,Divorced,"17924,0",4544,1,Y,,11,"3,0",4,,1,"31,0",3,"3,0",31,,14,7,"17924,0",1973,1000000000$, MaNageR  -  Research & Development ,,False
35,No,travel_rarely,"1137,0$", Research & Development ,21,1,Life Sciences,1,"942,0",4,1,51,3,2, HeAlThCarE rEpreSentatiVe ,4,Married,"4014,0",19170,1,,,25,"4,0",4,,1,"10,0",2,"1,0",10,,0,7,"4014,0",1988,1000000000$, HeAlThCarE rEpreSentatiVe  -  Research & Development ,,True
39,No,travel_rarely,"466,0$",,1,1,,1,"1026,0",4,1,65,2,4, MANuFaCTURiNG DIrEctOr ,4,Married,"12742,0",7060,1,,No,16,"3,0",3,,1,,3,"3,0",21,,11,8,"12742,0",1984,1000000000$,,,True
41,No,,"509,0$",,7,2,,1,"1085,0",2,1,43,4,1, reseaRcH SCIEnTisT ,3,,"3376,0",18863,1,,No,13,"3,0",3,"80,0",0,,3,"3,0",10,,0,8,"3376,0",1982,1000000000$,,,False
42,No,,"469,0$",,2,2,Medical,1,"1109,0",4,0,35,3,4, MAnagER ,1,,,14399,0,,No,17,"3,0",4,,1,"23,0",3,"3,0",22,,13,7,,1981,1000000000$,,,False
52,No,travel_rarely,"994,0$",,7,4,Life Sciences,1,"1118,0",2,0,87,3,3, healThCaRE RepREsEntAtIve ,2,Single,,15322,7,Y,,19,"3,0",4,,0,"18,0",4,,8,,4,0,,1971,1000000000$,,,Yes
38,No,,"433,0$",,1,3,,1,"1152,0",3,0,37,4,1, hUmAN ReSouRCes ,3,,,6004,1,,No,13,"3,0",4,,1,"7,0",2,"4,0",7,,5,0,,1985,1000000000$,,,1
35,No,,"482,0$",,4,4,Life Sciences,1,"1350,0",3,0,87,3,2, rESEArCh sCIEnTiST ,3,Single,"4249,0",2690,1,,,11,"3,0",2,,0,,3,"3,0",9,,1,1,"4249,0",1988,1000000000$,,,False
28,No,travel_rarely,"1083,0$", Research & Development ,29,1,Life Sciences,1,"1514,0",3,0,96,1,2, mANUfacTURiNG dIRectOR ,2,Married,"6549,0",3173,1,,,14,,2,,2,"8,0",2,"2,0",8,,1,7,"6549,0",1995,1000000000$, mANUfacTURiNG dIRectOR  -  Research & Development ,,1
44,No,,"136,0$",,28,3,Life Sciences,1,"1523,0",4,0,32,3,4, resEaRCh dIrEcTOR ,1,Married,,22074,3,,No,13,"3,0",3,,1,,1,"4,0",20,,14,17,,1979,1000000000$,,,1
50,No,,"333,0$",,22,5,,1,"1539,0",3,0,88,1,4, ReseaRCh directoR ,4,,"14411,0",24450,1,,,13,"3,0",4,,0,,2,"3,0",32,,13,9,"14411,0",1973,1000000000$,,,0
39,No,,"1462,0$", Sales ,6,3,,1,"1588,0",4,0,38,4,3, saLES eXEcUTiVE ,3,Married,"8237,0",4658,2,Y,No,11,"3,0",1,,1,"11,0",3,"3,0",7,,7,6,"8237,0",1984,1000000000$, saLES eXEcUTiVE  -  Sales ,,True
45,No,,nan$,,28,2,Technical Degree,1,"1719,0",4,1,48,2,4, rESeaRch DiREctor ,2,Single,"16704,0",17119,1,,,11,,3,,0,"21,0",2,"3,0",21,"6,0",8,6,"16704,0",1978,1000000000$,,,False
27,No,,"1131,0$",,15,3,,1,"1870,0",4,1,77,2,1, ResEarCh SCiEnTist ,1,Married,"4774,0",23844,0,,No,19,"3,0",4,,1,,2,,7,,7,3,"4774,0",1996,1000000000$,,,0
42,No,travel_rarely,"300,0$",,2,3,,1,"2031,0",1,0,56,3,5, ManagEr ,3,Married,,17312,5,,,11,"3,0",1,,0,"24,0",2,"2,0",22,,4,14,,1981,1000000000$,,,1
49,No,,"1023,0$", Sales ,2,3,,1,"2065,0",4,0,63,2,2, saLes eXeCUTivE ,2,Married,,13243,2,,,14,"3,0",4,"80,0",0,"17,0",3,"2,0",9,,0,8,,1974,1000000000$, saLes eXeCUTivE  -  Sales ,,True
29,No,travel_rarely,"153,0$",,15,2,Life Sciences,1,"15,0",4,1,49,2,2, laborAtOry tEChniCIAn ,3,Single,,12682,0,,Yes,12,"3,0",4,,0,"10,0",3,"3,0",9,,0,8,,1994,1000000000$,,,True
36,No,,"1195,0$",,11,3,,1,"85,0",2,0,95,2,2, ManUFaCtURInG dIReCToR ,2,Single,"6499,0",22656,1,Y,No,13,"3,0",3,,0,"6,0",3,"3,0",6,,0,3,"6499,0",1987,1000000000$,,,True
29,No,travel_rarely,"665,0$",,15,3,,1,"346,0",3,0,60,3,1, reSearch sCienTiSt ,4,,,22673,1,,No,19,"3,0",1,,0,"6,0",1,"3,0",6,,1,5,,1994,1000000000$,,,False
26,No,,"1479,0$",,1,3,,1,"384,0",3,1,84,3,2, manUFaCTUriNg DIrectOR ,2,,"6397,0",26767,1,,No,20,"4,0",1,"80,0",1,"6,0",6,"1,0",6,,1,4,"6397,0",1997,1000000000$,,,False
28,No,,"304,0$",,9,4,Life Sciences,1,"498,0",2,0,92,3,2, saLes exEcutiVE ,4,Single,,20750,1,Y,No,16,"3,0",4,,0,,1,"3,0",7,,0,7,,1995,1000000000$,,,1
31,No,travel_rarely,"828,0$", Sales ,2,1,Life Sciences,1,"604,0",2,0,77,3,2, Sales exECutIVE ,4,,,8346,4,,Yes,13,"3,0",3,"80,0",0,"10,0",2,"4,0",6,,0,5,,1992,1000000000$, Sales exECutIVE  -  Sales ,,True
37,No,non-travel,"142,0$",,9,4,,1,"626,0",1,0,69,3,3, sALES ExEcUTiVE ,2,Divorced,,24666,1,Y,No,13,"3,0",4,,1,"9,0",6,"3,0",9,,7,7,,1986,1000000000$,,,0
50,No,,"1246,0$",,3,3,,1,"644,0",1,0,99,3,5, manaGer ,2,Married,,7999,1,,No,11,"3,0",3,"80,0",1,,2,"3,0",32,,10,7,,1973,1000000000$,,,False
34,No,,"254,0$",,1,2,Life Sciences,1,"649,0",2,0,83,2,1, RESEarCh SCIeNtIst ,4,,"3622,0",22794,1,,Yes,13,"3,0",4,,1,"6,0",3,"3,0",6,,1,3,"3622,0",1989,1000000000$,,,True
27,No,travel_frequently,"1410,0$",,3,1,Medical,1,"714,0",4,1,71,4,2, saLES ExecUTIvE ,4,,,16673,1,,,20,,2,"80,0",2,,3,"3,0",6,,0,4,,1996,1000000000$,,,0
34,No,,"121,0$", Research & Development ,2,4,,1,"804,0",3,1,86,2,1, reSearCH SCieNtIst ,1,,"4381,0",7530,1,Y,,11,,3,"80,0",0,"6,0",3,"3,0",6,,1,3,"4381,0",1989,1000000000$, reSearCH SCieNtIst  -  Research & Development ,,1
33,No,,"827,0$", Research & Development ,1,4,,1,"998,0",3,1,84,4,2, HEALThcaRe RePresENtaTiVE ,2,Married,"5488,0",20161,1,Y,Yes,13,"3,0",1,,1,,2,"3,0",6,,1,2,"5488,0",1990,1000000000$, HEALThcaRe RePresENtaTiVE  -  Research & Development ,,True
29,No,,"1107,0$",,28,4,Life Sciences,1,"1120,0",3,1,93,3,1, ResEaRcH scIEnTIsT ,4,Divorced,"2514,0",26968,4,Y,No,22,"4,0",1,,1,"11,0",1,"3,0",7,,1,7,"2514,0",1994,1000000000$,,,0
29,No,travel_frequently,"490,0$", Research & Development ,10,3,,1,"1143,0",4,1,61,3,1, rEsEARch sCientIST ,2,divorced,,17940,0,,No,14,"3,0",4,,2,"8,0",2,"2,0",7,,1,1,,1994,1000000000$, rEsEARch sCientIST  -  Research & Development ,,1
31,No,travel_rarely,"1332,0$", Research & Development ,11,2,,1,"1251,0",3,0,80,3,2, HealthcARE RePreSENtAtiVe ,1,Married,,17089,1,,Yes,12,,4,,0,"6,0",2,"2,0",6,,0,1,,1992,1000000000$, HealthcARE RePreSENtAtiVe  -  Research & Development ,,False
47,No,travel_rarely,"465,0$",,1,3,,1,"1438,0",1,0,74,3,1, reSEarCh ScIeNTIST ,4,,"3420,0",10205,7,Y,No,12,"3,0",3,"80,0",1,"17,0",2,"2,0",6,,1,2,"3420,0",1976,1000000000$,,,True
32,No,,"977,0$",,2,3,Medical,1,"1671,0",4,0,45,3,2, ReseARch SciENTISt ,2,Divorced,,25518,0,Y,No,13,"3,0",3,,2,"10,0",4,"2,0",9,,1,6,,1991,1000000000$,,,1
29,No,travel_rarely,"1328,0$",,2,3,Life Sciences,1,"94,0",3,0,76,3,1, REseaRCh SCiENTIst ,2,Married,,4956,0,Y,No,23,"4,0",4,,1,,3,"3,0",5,,0,4,,1994,1000000000$,,,False
28,No,,"120,0$",,4,3,Medical,1,"129,0",2,0,43,3,2, sales ExEcUtiVe ,3,,"4221,0",8863,1,Y,,15,"3,0",2,"80,0",0,"5,0",3,"4,0",5,,0,4,"4221,0",1995,1000000000$,,,Yes
25,Yes,travel_rarely,"240,0$",,5,3,,1,"142,0",3,0,46,2,2, sALES eXeCutiVE ,3,Single,,26959,1,Y,Yes,11,"3,0",4,,0,,1,"3,0",6,,0,3,,1998,1000000000$,,,Yes
56,Yes,,"441,0$",,14,4,Life Sciences,1,"161,0",2,1,72,3,1, reseARcH scieNtISt ,2,,"4963,0",4510,9,Y,,18,"3,0",1,,3,"7,0",2,"3,0",5,,4,3,"4963,0",1967,1000000000$,,,Yes
26,No,,"841,0$", Research & Development ,6,3,,1,"164,0",3,1,46,2,1, reSeArcH scieNtist ,2,Married,,23300,1,,,19,"3,0",3,,0,"5,0",3,"2,0",5,,4,3,,1997,1000000000$, reSeArcH scieNtist  -  Research & Development ,,False
32,Yes,,"1033,0$",,9,3,Medical,1,"190,0",1,1,41,3,1, labORatOry technICiAn ,1,,"4200,0",10224,7,,No,22,"4,0",1,"80,0",0,,2,"4,0",5,,0,4,"4200,0",1991,1000000000$,,,False
30,No,travel_rarely,nan$,,18,3,Life Sciences,1,"194,0",1,1,75,3,1, rEsEArch SCIeNtIsT ,3,Single,,23910,1,,No,14,"3,0",3,"80,0",0,,4,"2,0",5,,0,4,,1993,1000000000$,,,True
50,No,travel_rarely,"1452,0$",,11,3,,1,"226,0",3,1,53,3,5, mAnAGER ,2,,,17053,3,Y,,15,"3,0",2,,0,,5,"3,0",5,,4,4,,1973,1000000000$,,,0
32,No,,"120,0$",,6,5,Life Sciences,1,"231,0",3,0,43,3,1, ReSEArcH sCiEntIST ,3,,,12430,3,Y,No,20,"4,0",1,,0,"8,0",2,,5,,1,4,,1991,1000000000$,,,False
45,No,travel_rarely,"1268,0$",,4,2,,1,"240,0",3,1,30,3,2, SalEs eXEcUTIVe ,1,,"5006,0",6319,4,Y,,11,"3,0",1,,1,"9,0",3,"4,0",5,,0,3,"5006,0",1978,1000000000$,,,0
43,No,,nan$,,7,3,,1,"262,0",4,0,37,4,1, rEseARcH SCIENTIsT ,4,Divorced,,5228,4,,No,14,"3,0",4,,3,"7,0",3,"4,0",5,,2,2,,1980,1000000000$,,,True
29,Yes,,"121,0$",,27,3,Marketing,1,"283,0",2,1,35,3,3, SalES EXEcUTIVE ,4,Married,"7639,0",24525,1,,,22,"4,0",4,,3,"10,0",3,"2,0",10,,1,9,"7639,0",1994,1000000000$,,,Yes
31,No,non-travel,nan$, Research & Development ,1,4,Medical,1,"308,0",3,0,90,1,2, maNuFAcTUring DIrecToR ,3,,,4381,0,Y,,12,"3,0",4,,1,"6,0",2,"3,0",5,,1,4,,1992,1000000000$, maNuFAcTUring DIrecToR  -  Research & Development ,,Yes
33,Yes,,"813,0$",,14,3,,1,"325,0",3,0,58,3,1, LaBoRatorY teCHNiciaN ,4,Married,,22149,5,,Yes,13,"3,0",3,,1,"8,0",2,"1,0",5,,0,4,,1990,1000000000$,,,False
31,Yes,,"307,0$",,29,2,,1,"355,0",3,0,71,2,1, laboraTORy teChnICiaN ,2,,,11652,0,Y,No,11,"3,0",2,"80,0",0,,2,"4,0",5,,1,4,,1992,1000000000$,,,Yes
27,No,non-travel,"210,0$",,1,1,Marketing,1,"449,0",3,0,73,3,2, sales exEcutIVe ,2,,"6349,0",22107,0,Y,Yes,13,"3,0",4,,1,,0,,5,,1,4,"6349,0",1996,1000000000$,,,Yes
37,No,travel_rarely,"921,0$",,10,3,Medical,1,"486,0",3,1,98,3,1, lAboRaTOrY tEcHNiciaN ,1,,,17663,6,,No,20,"4,0",2,"80,0",1,,3,"3,0",5,"4,0",0,3,,1986,1000000000$,,,True
55,No,,"1311,0$",,2,3,,1,"505,0",3,1,97,3,4, manaGER ,4,Single,,23258,2,Y,Yes,13,"3,0",3,,0,,2,"3,0",5,,1,2,,1968,1000000000$,,,False
